ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16446,34,admin.,single,secondary,no,303,no,no,cellular,21,dec,94,3,200,6,success,0
16447,50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690,3,-1,0,unknown,0
16448,30,management,single,tertiary,no,596,no,no,cellular,4,jun,125,2,-1,0,unknown,0
16449,31,management,single,tertiary,no,0,no,no,cellular,27,aug,448,3,-1,0,unknown,0
16450,39,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,-1,0,unknown,0
16451,48,services,married,secondary,no,975,yes,yes,cellular,15,may,521,2,-1,0,unknown,0
16452,51,blue-collar,married,secondary,no,1329,yes,yes,telephone,17,apr,150,2,287,2,failure,0
16453,30,admin.,divorced,secondary,no,370,yes,no,unknown,15,may,160,1,-1,0,unknown,0
16454,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,0
16455,32,self-employed,single,tertiary,no,562,yes,yes,cellular,8,apr,84,1,-1,0,unknown,0
16456,44,management,single,tertiary,no,639,no,no,cellular,27,aug,69,12,-1,0,unknown,0
16457,32,blue-collar,married,primary,no,2085,yes,yes,cellular,20,nov,146,1,185,3,failure,0
16458,48,technician,married,tertiary,no,0,no,no,cellular,19,aug,58,2,-1,0,unknown,0
16459,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,0
16460,38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,0
16461,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,0
16462,32,blue-collar,single,secondary,no,135,yes,no,cellular,18,may,232,2,-1,0,unknown,0
16463,33,admin.,married,secondary,no,2468,yes,yes,cellular,6,may,84,1,282,4,failure,0
16464,42,technician,married,tertiary,no,239,yes,yes,unknown,6,may,191,3,-1,0,unknown,0
16465,46,blue-collar,single,primary,no,2851,yes,no,unknown,19,may,122,2,-1,0,unknown,0
16466,29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,0
16467,45,blue-collar,married,secondary,no,-376,yes,no,unknown,26,may,162,4,-1,0,unknown,0
16468,55,admin.,married,secondary,no,139,yes,no,unknown,30,may,26,25,-1,0,unknown,0
16469,37,admin.,married,secondary,no,0,yes,no,cellular,22,jul,185,1,-1,0,unknown,0
16470,60,management,divorced,tertiary,yes,20,no,yes,telephone,15,jul,207,3,-1,0,unknown,0
16471,39,blue-collar,married,secondary,no,-99,no,no,cellular,17,jul,260,1,-1,0,unknown,0
16472,44,management,divorced,unknown,no,1784,no,yes,cellular,21,nov,279,1,-1,0,unknown,0
16473,33,management,married,tertiary,no,643,no,no,cellular,2,aug,203,3,94,1,other,0
16474,48,housemaid,married,primary,no,380,yes,no,cellular,22,jul,188,5,-1,0,unknown,0
16475,77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,0
16476,24,technician,single,secondary,no,2355,yes,no,unknown,17,jun,158,3,-1,0,unknown,0
16477,45,management,married,tertiary,no,2220,yes,no,cellular,11,jul,128,2,-1,0,unknown,0
16478,58,unemployed,married,tertiary,no,744,no,no,telephone,28,jan,38,1,-1,0,unknown,0
16479,35,unemployed,single,tertiary,no,2340,no,no,cellular,31,jul,420,9,-1,0,unknown,0
16480,42,management,married,secondary,no,1042,yes,no,cellular,11,may,465,1,364,3,other,0
16481,31,management,married,tertiary,no,2,yes,no,cellular,18,nov,224,1,-1,0,unknown,0
16482,39,technician,single,tertiary,no,1190,no,no,cellular,8,aug,136,1,-1,0,unknown,0
16483,36,blue-collar,married,secondary,no,142,yes,no,cellular,17,apr,251,1,-1,0,unknown,0
16484,40,admin.,single,secondary,no,-109,yes,yes,unknown,6,may,170,1,-1,0,unknown,0
16485,38,housemaid,divorced,tertiary,no,4312,no,no,cellular,21,nov,407,4,182,2,other,0
16486,50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,29,10,-1,0,unknown,0
16487,37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,0
16488,40,blue-collar,married,secondary,no,4853,no,no,cellular,19,nov,259,1,111,2,failure,0
16489,36,blue-collar,married,primary,no,4693,yes,no,cellular,20,apr,15,6,152,21,other,0
16490,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,0
16491,59,management,single,tertiary,no,623,yes,no,cellular,7,jul,212,4,-1,0,unknown,0
16492,47,technician,married,secondary,no,232,yes,no,cellular,24,jul,208,1,-1,0,unknown,0
16493,31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189,2,-1,0,unknown,0
16494,40,admin.,divorced,secondary,no,-541,yes,yes,unknown,28,may,270,4,-1,0,unknown,0
16495,27,technician,single,secondary,no,285,no,no,cellular,22,jul,139,1,-1,0,unknown,0
16496,39,technician,married,secondary,no,4444,yes,no,unknown,21,may,244,1,-1,0,unknown,0
16497,49,unemployed,married,secondary,no,8399,no,no,cellular,19,nov,596,2,-1,0,unknown,0
16498,28,management,single,tertiary,no,5474,no,no,cellular,4,feb,181,4,191,5,success,0
16499,52,management,married,tertiary,no,0,no,no,cellular,12,aug,106,2,-1,0,unknown,0
16500,30,management,single,tertiary,no,77,no,no,cellular,25,aug,342,3,-1,0,unknown,0
16501,39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,160,1,199,6,failure,0
16502,43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,197,1,-1,0,unknown,0
16503,55,housemaid,married,primary,no,1870,no,no,unknown,6,jun,152,1,-1,0,unknown,0
16504,59,admin.,married,secondary,yes,-131,no,no,cellular,7,aug,144,2,-1,0,unknown,0
16505,44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,0
16506,32,blue-collar,single,secondary,no,322,yes,no,cellular,13,may,233,3,-1,0,unknown,0
16507,39,services,married,unknown,no,10189,yes,no,cellular,18,nov,186,2,123,2,failure,0
16508,42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,unknown,0
16509,58,services,married,secondary,no,382,no,no,cellular,26,aug,384,4,-1,0,unknown,0
16510,26,blue-collar,single,secondary,no,4146,no,no,cellular,17,jul,628,1,-1,0,unknown,0
16511,25,student,single,secondary,no,203,no,no,cellular,4,may,108,1,-1,0,unknown,0
16512,41,blue-collar,married,primary,no,191,yes,no,unknown,8,may,67,1,-1,0,unknown,0
16513,30,services,married,secondary,no,1399,no,no,cellular,28,jul,168,6,-1,0,unknown,0
16514,30,self-employed,married,secondary,no,220,yes,yes,cellular,15,may,187,3,-1,0,unknown,0
16515,38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,150,1,-1,0,unknown,0
16516,30,admin.,single,secondary,no,1027,yes,no,cellular,27,may,136,2,114,1,success,0
16517,37,housemaid,divorced,secondary,no,226,no,yes,cellular,19,nov,380,2,167,3,other,0
16518,50,services,married,secondary,yes,0,no,no,telephone,31,jul,35,9,-1,0,unknown,0
16519,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,0
16520,26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1,0,unknown,0
16521,53,admin.,single,secondary,no,545,yes,no,cellular,12,may,305,1,370,1,failure,0
16522,35,self-employed,married,primary,no,2086,yes,no,cellular,21,nov,254,7,-1,0,unknown,0
16523,51,retired,single,tertiary,no,730,yes,no,unknown,18,nov,287,2,-1,0,unknown,0
16524,36,services,married,secondary,no,0,yes,no,cellular,6,may,215,3,280,3,failure,0
16525,50,admin.,divorced,secondary,no,1332,yes,no,unknown,16,may,95,3,-1,0,unknown,0
16526,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown,0
16527,41,management,married,tertiary,no,2781,yes,no,cellular,12,aug,95,2,-1,0,unknown,0
16528,54,services,married,secondary,no,4353,yes,yes,cellular,29,jul,197,2,-1,0,unknown,0
16529,50,unemployed,married,secondary,no,49,yes,no,cellular,21,jul,237,1,-1,0,unknown,0
16530,39,admin.,married,secondary,no,224,no,no,unknown,18,jun,421,2,-1,0,unknown,0
16531,36,technician,single,secondary,no,144,no,no,cellular,26,may,87,1,308,2,failure,0
16532,51,technician,divorced,secondary,no,5964,yes,no,cellular,18,nov,577,4,-1,0,unknown,0
16533,53,retired,married,secondary,no,1139,yes,no,cellular,18,nov,180,1,186,6,failure,0
16534,40,services,married,secondary,no,56,yes,no,cellular,12,may,700,3,-1,0,unknown,0
16535,38,blue-collar,married,secondary,no,1434,no,no,unknown,6,jun,396,4,-1,0,unknown,0
16536,28,technician,married,secondary,no,-302,yes,no,cellular,13,may,152,4,366,3,failure,0
16537,56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,-1,0,unknown,0
16538,28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,unknown,0
16539,26,self-employed,single,tertiary,no,553,no,no,cellular,30,apr,347,3,-1,0,unknown,0
16540,52,self-employed,single,tertiary,no,458,yes,yes,unknown,9,may,132,5,-1,0,unknown,0
16541,44,unemployed,married,primary,yes,-43,yes,no,cellular,9,feb,290,6,-1,0,unknown,0
16542,60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,0
16543,55,management,single,unknown,no,111,no,no,cellular,16,apr,117,1,-1,0,unknown,0
16544,50,blue-collar,married,secondary,no,173,yes,no,cellular,12,may,7,5,342,15,other,0
16545,36,services,single,secondary,no,80,no,yes,cellular,17,jul,258,1,-1,0,unknown,0
16546,31,technician,divorced,secondary,no,26,yes,no,unknown,9,may,62,1,-1,0,unknown,0
16547,36,admin.,married,secondary,no,-323,yes,no,cellular,29,jul,118,8,-1,0,unknown,0
16548,49,entrepreneur,married,tertiary,no,18904,yes,no,unknown,2,jun,113,3,-1,0,unknown,0
16549,40,blue-collar,married,primary,no,780,yes,no,cellular,12,may,206,1,357,1,failure,0
16550,45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,0
16551,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,0
16552,35,self-employed,married,tertiary,no,560,yes,no,cellular,17,nov,46,1,-1,0,unknown,0
16553,47,blue-collar,married,secondary,no,2775,no,no,unknown,14,may,262,1,-1,0,unknown,0
16554,26,management,single,tertiary,no,122,no,yes,cellular,8,jul,160,1,-1,0,unknown,0
16555,52,technician,married,tertiary,no,104,no,no,cellular,14,aug,244,2,-1,0,unknown,0
16556,38,technician,married,secondary,no,994,no,no,unknown,9,jun,119,1,-1,0,unknown,0
16557,79,retired,married,secondary,no,2354,no,no,telephone,7,aug,121,2,-1,0,unknown,0
16558,48,technician,married,secondary,no,1981,yes,no,cellular,16,jun,404,3,92,5,failure,0
16559,34,technician,married,secondary,no,2959,no,no,cellular,13,aug,413,5,-1,0,unknown,0
16560,50,technician,divorced,secondary,no,8,no,no,cellular,2,feb,171,2,5,1,other,0
16561,33,technician,married,secondary,no,218,yes,yes,cellular,10,aug,162,1,161,4,failure,0
16562,30,self-employed,single,primary,no,163,no,no,cellular,9,feb,224,3,-1,0,unknown,0
16563,34,services,married,secondary,no,88,yes,yes,unknown,29,may,82,2,-1,0,unknown,0
16564,47,technician,divorced,secondary,no,-767,no,yes,cellular,18,jul,329,3,-1,0,unknown,0
16565,32,blue-collar,single,secondary,no,0,no,no,cellular,23,jul,271,6,-1,0,unknown,0
16566,29,admin.,married,secondary,no,73,yes,no,cellular,16,jul,252,2,-1,0,unknown,0
16567,53,entrepreneur,married,secondary,no,111,yes,no,cellular,20,nov,600,3,189,2,failure,0
16568,60,retired,married,secondary,no,2674,no,no,cellular,14,jul,96,2,-1,0,unknown,0
16569,57,services,divorced,primary,no,1920,no,no,unknown,19,may,77,2,-1,0,unknown,0
16570,55,blue-collar,married,primary,no,771,no,no,cellular,29,aug,98,19,-1,0,unknown,0
16571,31,technician,single,secondary,no,5,no,no,cellular,22,aug,121,2,-1,0,unknown,0
16572,30,blue-collar,married,primary,no,201,yes,no,cellular,5,mar,116,7,186,13,success,0
16573,34,admin.,married,secondary,no,1551,yes,yes,cellular,8,jul,188,2,82,4,other,0
16574,40,management,divorced,tertiary,no,-75,yes,no,cellular,18,may,193,2,-1,0,unknown,0
16575,56,admin.,married,secondary,no,346,yes,yes,unknown,30,may,46,3,-1,0,unknown,0
16576,33,admin.,married,secondary,no,177,yes,no,cellular,11,may,100,1,-1,0,unknown,0
16577,29,technician,married,secondary,no,493,yes,yes,unknown,2,jun,132,6,-1,0,unknown,0
16578,25,management,single,tertiary,no,2305,no,no,cellular,30,apr,193,1,86,1,failure,0
16579,33,management,single,tertiary,no,215,yes,no,cellular,28,jan,144,1,-1,0,unknown,0
16580,43,blue-collar,divorced,primary,no,6,yes,no,unknown,27,may,112,4,-1,0,unknown,0
16581,49,entrepreneur,married,secondary,no,1160,yes,no,unknown,14,may,153,1,-1,0,unknown,0
16582,55,technician,married,secondary,no,-14,yes,no,cellular,12,may,82,4,-1,0,unknown,0
16583,35,blue-collar,single,secondary,no,41,yes,no,cellular,11,may,14,5,-1,0,unknown,0
16584,49,entrepreneur,married,primary,no,10772,no,no,cellular,8,aug,89,2,-1,0,unknown,0
16585,35,technician,married,secondary,no,561,yes,no,cellular,22,jul,95,1,-1,0,unknown,0
16586,21,blue-collar,single,secondary,no,1385,yes,no,cellular,20,apr,12,5,-1,0,unknown,0
16587,30,management,single,tertiary,no,171,no,no,cellular,25,aug,301,4,-1,0,unknown,0
16588,30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,0
16589,26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,169,3,246,1,failure,0
16590,47,technician,married,unknown,no,2106,yes,no,unknown,6,may,168,1,-1,0,unknown,0
16591,57,services,divorced,secondary,no,1024,yes,no,unknown,26,may,360,6,-1,0,unknown,0
16592,30,blue-collar,married,secondary,no,294,yes,yes,unknown,16,jun,50,3,-1,0,unknown,0
16593,26,blue-collar,single,primary,yes,344,no,yes,cellular,29,jul,62,4,-1,0,unknown,0
16594,31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,2,-1,0,unknown,0
16595,60,self-employed,married,tertiary,no,2149,no,no,cellular,19,aug,222,4,-1,0,unknown,0
16596,67,blue-collar,married,secondary,no,16353,no,no,cellular,27,oct,223,2,-1,0,unknown,0
16597,42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,1,-1,0,unknown,0
16598,56,admin.,married,secondary,no,5310,no,no,unknown,19,jun,74,1,-1,0,unknown,0
16599,47,services,single,secondary,no,917,no,no,cellular,29,jul,293,2,-1,0,unknown,0
16600,38,admin.,married,secondary,no,4874,no,no,unknown,6,jun,1291,3,-1,0,unknown,0
16601,44,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,0
16602,55,entrepreneur,married,primary,no,199,no,no,cellular,17,nov,176,1,-1,0,unknown,0
16603,36,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,8,-1,0,unknown,0
16604,32,student,single,tertiary,no,61,yes,no,cellular,12,may,130,3,-1,0,unknown,0
16605,69,retired,married,secondary,no,148,no,no,telephone,4,sep,101,1,-1,0,unknown,0
16606,50,management,divorced,secondary,no,2,no,no,cellular,19,nov,208,1,-1,0,unknown,0
16607,45,blue-collar,married,secondary,yes,-605,yes,no,telephone,8,jul,208,5,-1,0,unknown,0
16608,28,technician,single,secondary,no,100,yes,no,cellular,13,may,70,5,-1,0,unknown,0
16609,34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,120,1,262,5,failure,0
16610,34,services,married,secondary,no,7,yes,no,cellular,12,may,377,1,357,1,failure,0
16611,26,management,single,tertiary,no,155,yes,no,cellular,27,may,74,4,43,5,other,0
16612,44,admin.,married,secondary,no,764,yes,no,cellular,3,sep,232,1,213,1,failure,0
16613,50,entrepreneur,married,primary,yes,537,yes,no,unknown,20,jun,11,15,-1,0,unknown,0
16614,47,housemaid,married,primary,no,1747,yes,no,cellular,20,apr,325,1,-1,0,unknown,0
16615,32,services,married,secondary,no,426,yes,yes,cellular,7,may,383,1,339,1,other,0
16616,38,services,married,secondary,no,4392,no,no,cellular,31,jul,32,2,-1,0,unknown,0
16617,51,admin.,married,secondary,no,113,yes,no,cellular,17,nov,84,1,-1,0,unknown,0
16618,50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,jan,326,1,-1,0,unknown,0
16619,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown,0
16620,36,self-employed,married,tertiary,no,687,yes,no,cellular,28,may,568,8,-1,0,unknown,0
16621,45,blue-collar,married,secondary,no,79,yes,no,cellular,25,jul,98,1,-1,0,unknown,0
16622,45,housemaid,married,tertiary,no,2424,no,no,unknown,5,jun,452,1,-1,0,unknown,0
16623,36,technician,single,secondary,no,-272,no,yes,cellular,4,jul,53,6,-1,0,unknown,0
16624,36,technician,married,secondary,no,24,yes,no,cellular,18,nov,59,1,-1,0,unknown,0
16625,34,entrepreneur,married,unknown,no,98,no,yes,cellular,4,feb,268,1,-1,0,unknown,0
16626,29,technician,married,secondary,no,8,no,no,unknown,7,may,113,1,-1,0,unknown,0
16627,29,management,married,tertiary,no,85,yes,yes,cellular,18,may,26,1,-1,0,unknown,0
16628,41,management,married,secondary,no,5585,no,no,unknown,9,jun,772,1,-1,0,unknown,0
16629,46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown,0
16630,82,housemaid,divorced,primary,no,1381,no,no,cellular,28,jan,86,3,93,1,failure,0
16631,45,blue-collar,married,primary,no,503,yes,no,cellular,11,may,313,1,369,2,failure,0
16632,57,management,married,tertiary,no,215,no,yes,cellular,23,jul,288,9,-1,0,unknown,0
16633,53,blue-collar,married,secondary,no,1023,yes,no,unknown,21,may,150,3,-1,0,unknown,0
16634,48,blue-collar,married,secondary,no,154,yes,no,unknown,27,may,70,3,-1,0,unknown,0
16635,45,admin.,married,secondary,no,825,no,no,unknown,19,jun,140,1,-1,0,unknown,0
16636,43,management,married,primary,no,0,yes,yes,cellular,20,nov,123,3,-1,0,unknown,0
16637,33,technician,married,secondary,no,2666,no,no,cellular,19,aug,117,3,-1,0,unknown,0
16638,38,management,married,tertiary,no,1802,no,no,cellular,18,nov,74,1,-1,0,unknown,0
16639,33,services,married,secondary,no,334,yes,no,unknown,3,jun,23,1,-1,0,unknown,0
16640,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,0
16641,32,technician,married,secondary,no,396,yes,no,cellular,14,jul,41,2,-1,0,unknown,0
16642,47,management,divorced,tertiary,no,107,no,no,unknown,15,may,246,1,-1,0,unknown,0
16643,56,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,0
16644,51,blue-collar,married,primary,no,48,no,yes,unknown,17,jun,130,1,-1,0,unknown,0
16645,48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,0
16646,20,blue-collar,married,primary,no,-172,yes,yes,unknown,19,may,238,3,-1,0,unknown,0
16647,32,entrepreneur,married,primary,no,56,no,no,unknown,2,jun,389,1,-1,0,unknown,0
16648,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,0
16649,34,services,married,secondary,no,135,yes,no,cellular,18,nov,109,1,-1,0,unknown,0
16650,45,blue-collar,married,secondary,no,-302,yes,no,unknown,27,may,78,1,-1,0,unknown,0
16651,26,blue-collar,single,secondary,no,384,yes,no,cellular,18,may,16,1,364,2,other,0
16652,35,services,married,secondary,no,240,yes,yes,cellular,11,may,161,2,-1,0,unknown,0
16653,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,may,154,3,367,2,failure,0
16654,35,blue-collar,married,secondary,no,323,yes,no,cellular,13,may,46,1,-1,0,unknown,0
16655,38,blue-collar,single,primary,no,199,yes,no,unknown,27,may,268,4,-1,0,unknown,0
16656,27,technician,single,secondary,no,927,no,no,cellular,6,oct,261,1,-1,0,unknown,0
16657,32,management,married,tertiary,no,1337,no,no,cellular,13,aug,283,2,-1,0,unknown,0
16658,45,blue-collar,married,primary,no,512,no,no,cellular,26,aug,123,2,-1,0,unknown,0
16659,39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,-1,0,unknown,0
16660,34,technician,single,tertiary,no,612,no,no,cellular,25,may,91,1,-1,0,unknown,0
16661,34,management,married,tertiary,no,5665,no,no,cellular,11,aug,72,4,-1,0,unknown,0
16662,52,services,married,primary,no,171,yes,yes,cellular,31,jul,223,1,-1,0,unknown,0
16663,39,blue-collar,married,secondary,no,1403,yes,yes,cellular,12,may,429,2,-1,0,unknown,0
16664,34,housemaid,single,secondary,no,1408,yes,no,unknown,23,may,245,1,-1,0,unknown,0
16665,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown,0
16666,39,management,single,tertiary,no,11971,yes,no,telephone,15,may,75,10,179,5,failure,0
16667,34,admin.,single,secondary,no,1254,no,no,unknown,3,jun,87,3,-1,0,unknown,0
16668,43,blue-collar,married,unknown,yes,-715,yes,no,unknown,30,may,67,3,-1,0,unknown,0
16669,42,self-employed,married,tertiary,no,10072,no,no,cellular,22,apr,102,1,-1,0,unknown,0
16670,46,unknown,married,primary,no,285,no,no,unknown,11,jun,215,2,-1,0,unknown,0
16671,35,housemaid,married,secondary,no,495,no,no,cellular,14,aug,414,4,-1,0,unknown,0
16672,22,student,single,secondary,no,330,yes,no,cellular,18,may,105,1,-1,0,unknown,0
16673,37,unemployed,divorced,secondary,no,57,yes,no,cellular,28,jan,99,1,-1,0,unknown,0
16674,31,housemaid,single,secondary,no,49,yes,no,cellular,8,may,187,3,360,2,failure,0
16675,44,admin.,divorced,secondary,no,777,yes,no,cellular,18,may,517,3,350,2,failure,0
16676,41,technician,single,unknown,no,356,yes,no,unknown,13,may,93,2,-1,0,unknown,0
16677,26,unemployed,single,tertiary,no,102,no,no,cellular,28,jul,377,2,-1,0,unknown,0
16678,31,student,single,tertiary,no,0,no,no,cellular,4,may,47,2,-1,0,unknown,0
16679,28,admin.,single,unknown,no,731,yes,no,unknown,5,jun,718,13,-1,0,unknown,0
16680,56,management,divorced,tertiary,no,177,yes,no,unknown,8,may,1040,1,-1,0,unknown,0
16681,32,management,married,tertiary,no,3158,no,yes,cellular,5,aug,142,1,-1,0,unknown,0
16682,30,management,single,tertiary,no,2317,yes,no,unknown,26,may,260,5,-1,0,unknown,0
16683,43,admin.,single,secondary,no,985,yes,yes,unknown,20,jun,51,19,-1,0,unknown,0
16684,41,admin.,divorced,secondary,no,490,yes,no,cellular,4,aug,182,1,-1,0,unknown,0
16685,55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,0
16686,44,self-employed,married,secondary,no,335,no,no,cellular,2,feb,105,1,-1,0,unknown,0
16687,53,admin.,divorced,secondary,no,-112,no,no,unknown,19,jun,394,1,-1,0,unknown,0
16688,31,admin.,single,secondary,no,554,yes,no,cellular,11,feb,80,1,6,1,failure,0
16689,55,technician,single,secondary,no,1199,no,yes,telephone,11,aug,91,1,99,10,failure,0
16690,48,management,married,tertiary,no,1733,no,no,unknown,5,jun,318,3,-1,0,unknown,0
16691,51,housemaid,married,primary,no,30,yes,no,cellular,14,jul,333,2,-1,0,unknown,0
16692,45,admin.,married,secondary,no,434,no,no,cellular,26,aug,76,4,-1,0,unknown,0
16693,34,technician,married,secondary,no,222,yes,no,unknown,12,may,149,6,-1,0,unknown,0
16694,37,admin.,married,secondary,no,2254,no,no,telephone,2,feb,233,2,-1,0,unknown,0
16695,49,services,married,secondary,no,-507,no,no,telephone,28,jan,148,2,-1,0,unknown,0
16696,66,retired,single,tertiary,no,0,no,no,cellular,12,oct,79,2,-1,0,unknown,0
16697,37,admin.,married,secondary,no,2991,yes,no,cellular,22,jul,139,3,-1,0,unknown,0
16698,51,retired,divorced,primary,no,43,no,no,cellular,24,jul,212,2,-1,0,unknown,0
16699,27,self-employed,single,tertiary,no,451,no,no,cellular,4,feb,112,4,-1,0,unknown,0
16700,61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,254,1,359,1,failure,0
16701,41,management,married,tertiary,no,2031,yes,no,unknown,20,jun,7,3,-1,0,unknown,0
16702,42,blue-collar,married,primary,no,5,yes,no,cellular,25,jul,112,2,-1,0,unknown,0
16703,52,technician,married,tertiary,no,136,yes,no,telephone,14,may,46,2,287,10,other,0
16704,43,blue-collar,married,primary,no,555,yes,no,cellular,12,may,175,2,369,2,failure,0
16705,52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,0
16706,35,blue-collar,married,primary,no,46,no,no,cellular,8,jul,338,3,-1,0,unknown,0
16707,25,blue-collar,married,primary,no,-83,yes,no,unknown,11,jun,211,17,-1,0,unknown,0
16708,39,housemaid,married,primary,no,15352,no,no,unknown,16,jun,99,1,-1,0,unknown,0
16709,49,admin.,married,secondary,no,682,no,no,cellular,22,aug,86,4,-1,0,unknown,0
16710,45,unemployed,single,secondary,no,33,no,no,cellular,5,feb,437,1,-1,0,unknown,0
16711,49,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162,2,-1,0,unknown,0
16712,55,management,married,primary,no,199,yes,yes,cellular,10,jul,192,1,-1,0,unknown,0
16713,45,technician,married,secondary,no,3601,yes,no,unknown,30,may,536,2,-1,0,unknown,0
16714,31,services,married,secondary,no,1004,no,no,cellular,5,feb,96,6,-1,0,unknown,0
16715,56,management,married,tertiary,no,5282,no,no,cellular,17,nov,113,1,-1,0,unknown,0
16716,40,blue-collar,married,primary,no,669,yes,no,unknown,26,may,161,3,-1,0,unknown,0
16717,25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,0
16718,22,blue-collar,married,secondary,no,-295,yes,no,unknown,26,jun,150,2,-1,0,unknown,0
16719,40,technician,divorced,secondary,no,700,yes,yes,cellular,18,jul,503,2,-1,0,unknown,0
16720,28,entrepreneur,single,tertiary,no,135,yes,no,unknown,21,may,195,1,-1,0,unknown,0
16721,35,admin.,married,secondary,no,846,yes,yes,unknown,19,may,175,2,-1,0,unknown,0
16722,42,blue-collar,married,primary,no,21,yes,no,cellular,13,may,383,5,288,11,other,0
16723,51,services,married,primary,no,294,no,no,unknown,16,jun,112,2,-1,0,unknown,0
16724,37,technician,married,tertiary,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,0
16725,50,services,married,primary,no,1903,no,no,cellular,8,aug,175,2,-1,0,unknown,0
16726,26,management,single,tertiary,no,33,no,no,cellular,23,jul,297,1,-1,0,unknown,0
16727,43,technician,single,secondary,no,140,yes,no,cellular,13,aug,221,2,-1,0,unknown,0
16728,31,self-employed,single,tertiary,no,91,no,no,unknown,23,may,206,1,-1,0,unknown,0
16729,36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown,0
16730,37,management,single,tertiary,no,131,no,no,telephone,14,aug,293,2,-1,0,unknown,0
16731,38,student,single,tertiary,no,1523,yes,no,unknown,5,jun,17,16,-1,0,unknown,0
16732,43,management,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,-1,0,unknown,0
16733,30,services,single,secondary,no,248,yes,no,cellular,13,may,87,1,-1,0,unknown,0
16734,29,services,single,secondary,no,441,yes,no,cellular,17,apr,69,1,-1,0,unknown,0
16735,28,student,single,secondary,no,459,no,no,cellular,16,mar,83,13,-1,0,unknown,0
16736,34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,unknown,0
16737,29,blue-collar,married,secondary,no,201,yes,no,unknown,28,may,180,2,-1,0,unknown,0
